Happy,Angry,Surprise,Sad,Fear,no_words,no_misspelled,readability,unique_words,class
0.0,0.0,0.0,0.0,1.0,314,0.08280254777070063,48.81,191,1
0.0,0.0,0.0,0.2,0.8,35,0.5142857142857142,64.37,27,1
0.0,0.0,0.29,0.14,0.57,42,0.4523809523809524,29.86,37,1
0.0,0.0,0.0,0.0,1.0,221,1.5565610859728507,56.52,102,1
0.0,1.0,0.0,0.0,0.0,20,1.05,-32.42,19,1
0.09,0.0,0.07,0.15,0.7,277,0.17689530685920576,-208.35,223,1
0.06,0.03,0.09,0.21,0.61,281,0.10320284697508897,51.78,149,1
0.0,0.0,0.0,0.17,0.83,34,0.5294117647058824,51.55,30,1
0.12,0.0,0.0,0.0,0.88,28,0.6071428571428571,52.53,25,1
0.0,0.06,0.49,0.29,0.17,465,1.0193548387096774,-42.54,133,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.0,0.0,1.0,94,0.2872340425531915,31.25,63,1
0.0,0.14,0.0,0.0,0.86,450,0.07111111111111111,-17.29,293,1
0.04,0.0,0.04,0.29,0.62,147,0.14965986394557823,59.7,89,1
0.56,0.0,0.0,0.0,0.44,252,0.11507936507936507,35.07,150,1
0.0,0.0,0.0,0.2,0.8,30,0.6666666666666666,70.8,28,1
0.0,0.0,0.2,0.2,0.6,62,0.3225806451612903,-10.76,51,1
0.09,0.04,0.04,0.09,0.74,170,0.14705882352941177,59.5,117,1
0,0,0,0,0,66,0.5909090909090909,108.84,51,1
0.17,0.0,0.0,0.33,0.5,28,3.7142857142857144,56.11,28,1
0.0,0.2,0.1,0.2,0.5,64,0.34375,62.44,50,1
0.0,0.0,0.25,0.5,0.25,14,1.0714285714285714,98.21,18,1
0.0,0.0,0.0,0.0,1.0,77,0.2987012987012987,37.34,61,1
0.0,0.17,0.17,0.17,0.5,82,0.2682926829268293,57.98,50,1
0.0,0.08,0.47,0.28,0.17,474,0.9810126582278481,-5.8,144,1
0.0,0.0,0.0,0.0,1.0,13,1.2307692307692308,76.22,12,1
0.03,0.06,0.32,0.16,0.42,207,0.1111111111111111,28.81,124,1
0.0,0.08,0.47,0.28,0.17,443,1.0383747178329572,-43.6,129,1
0.0,0.0,0.0,0.25,0.75,282,0.12411347517730496,3.05,187,1
0.0,0.0,0.4,0.4,0.2,62,0.3064516129032258,-2.3,52,1
0,0,0,0,0,53,0.39622641509433965,50.02,51,1
0.0,0.0,0.0,0.0,1.0,308,0.08441558441558442,47.59,188,1
0.0,0.0,0.0,0.3,0.7,29,0.6206896551724138,64.04,21,1
0.0,0.14,0.0,0.43,0.43,39,0.4358974358974359,75.2,30,1
0.0,0.08,0.47,0.28,0.17,474,0.9831223628691983,-5.8,144,1
0.0,0.0,0.0,0.5,0.5,227,0.09251101321585903,34.05,172,1
0.1,0.02,0.15,0.2,0.54,318,0.07861635220125786,51.89,176,1
0.0,0.03,0.06,0.47,0.44,1829,0.015855658829961726,-30.04,725,1
0.25,0.0,0.0,0.5,0.25,19,1.5789473684210527,73.54,20,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.08,0.47,0.28,0.17,474,0.9831223628691983,-5.8,144,1
0.0,0.5,0.0,0.0,0.5,48,0.4166666666666667,38.62,26,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.0,0.5,0.5,31,0.6774193548387096,27.18,30,1
0,0,0,0,0,12,1.4166666666666667,8.53,11,1
0.06,0.06,0.38,0.25,0.25,173,0.12716763005780346,62.98,110,1
0,0,0,0,0,14,1.2857142857142858,22.07,12,1
0.0,0.25,0.0,0.0,0.75,42,1.0,51.18,26,1
0.0,0.33,0.0,0.0,0.67,18,0.9444444444444444,37.98,12,1
0.25,0.0,0.0,0.5,0.25,18,0.8333333333333334,62.34,17,1
0,0,0,0,0,91,0.27472527472527475,33.58,51,1
0.0,0.0,0.0,0.0,1.0,314,0.08280254777070063,48.81,191,1
0.04,0.0,0.04,0.21,0.71,185,0.11351351351351352,49.82,135,1
0,0,0,0,0,10,1.4,88.74,11,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.06,0.49,0.29,0.17,485,1.002061855670103,-49.35,146,1
0,0,0,0,0,31,7.290322580645161,73.17,30,1
0.0,0.0,0.0,0.0,1.0,50,0.36,46.1,43,1
0.08,0.0,0.0,0.15,0.77,876,0.030821917808219176,31.99,344,1
0,0,0,0,0,165,0.18181818181818182,58.48,116,1
0.0,0.08,0.08,0.23,0.62,82,0.2682926829268293,-60.49,75,1
0,0,0,0,0,8,1.5,29.52,7,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.0,0.0,0.17,0.33,0.5,578,0.3633217993079585,-15.73,448,1
0.06,0.03,0.09,0.21,0.61,280,0.08928571428571429,51.78,149,1
0.0,0.0,0.0,0.0,1.0,18,0.8888888888888888,29.01,17,1
1.0,0.0,0.0,0.0,0.0,24,0.7083333333333334,46.74,27,1
0,0,0,0,0,8,1.5,29.52,7,1
0.0,0.06,0.49,0.29,0.17,442,0.9886877828054299,-109.03,126,1
0.67,0.0,0.33,0.0,0.0,473,0.06553911205073996,55.54,175,1
0,0,0,0,0,48,0.5625,85.69,42,1
0,0,0,0,0,143,2.7762237762237763,-31.38,51,1
0.0,0.0,0.0,0.0,1.0,39,3.5384615384615383,88.06,31,1
0,0,0,0,0,13,1.0769230769230769,86.71,14,1
0.0,0.0,0.0,0.17,0.83,34,0.5294117647058824,51.55,30,1
0.2,0.0,0.2,0.0,0.6,34,0.47058823529411764,71.14,26,1
0.0,0.0,0.0,0.75,0.25,27,0.6296296296296297,66.74,28,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.0,0.0,0.83,0.17,0.0,413,0.07990314769975787,43.77,225,1
0,0,0,0,0,6,1.1666666666666667,-27.68,4,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0,0,0,0,0,52,0.46153846153846156,37.6,37,1
0.0,0.11,0.08,0.11,0.69,8317,0.004088012504508838,61.9,1144,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0,0,0,0,0,879,0.03754266211604096,39.57,302,1
0.0,0.0,0.0,0.0,1.0,46,0.4782608695652174,41.19,42,1
0.17,0.0,0.0,0.33,0.5,28,3.7142857142857144,56.11,28,1
0,0,0,0,0,6,1.5,83.32,6,1
0.04,0.0,0.04,0.21,0.71,185,0.11351351351351352,49.82,135,1
0.0,0.12,0.12,0.5,0.25,54,0.4074074074074074,63.66,42,1
0.0,0.0,0.33,0.33,0.33,26,0.6153846153846154,82.0,23,1
0.57,0.0,0.0,0.29,0.14,289,0.23529411764705882,91.34,181,1
0,0,0,0,0,8,2.25,-45.62,8,1
0.0,0.0,0.0,0.75,0.25,9,1.5555555555555556,106.67,12,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.0,0.0,1.0,112,0.2857142857142857,50.63,80,1
0.0,0.0,0.0,0.5,0.5,18,0.9444444444444444,73.17,13,1
0.0,0.0,0.83,0.17,0.0,413,0.07990314769975787,43.77,225,1
0.0,0.0,0.0,0.0,1.0,55,0.4,49.01,36,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.0,0.0,0.0,0.0,1.0,90,0.3111111111111111,49.15,75,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,1.0,0.0,0.0,314,1.3694267515923566,-54.05,29,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.75,0.0,0.0,0.0,0.25,204,0.1323529411764706,34.05,127,1
0.14,0.0,0.09,0.23,0.55,219,0.2237442922374429,8.03,165,1
0.0,0.08,0.47,0.28,0.17,443,1.0383747178329572,-43.6,129,1
0.0,0.08,0.47,0.28,0.17,474,0.9831223628691983,-5.8,144,1
0.0,0.0,0.0,0.0,1.0,308,0.08441558441558442,47.59,188,1
0,0,0,0,0,8,1.5,29.52,7,1
0.0,0.0,0.0,1.0,0.0,60,0.48333333333333334,60.95,42,1
0.0,0.0,0.0,1.0,0.0,25,0.6,75.71,13,1
0.0,0.12,0.12,0.5,0.25,54,0.3888888888888889,63.66,42,1
0.0,0.0,0.2,0.2,0.6,82,0.25609756097560976,57.98,62,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.05,0.11,0.21,0.16,0.47,166,0.14457831325301204,22.65,121,1
0.5,0.0,0.0,0.0,0.5,49,0.4897959183673469,63.39,29,1
0.0,0.0,0.25,0.25,0.5,53,0.33962264150943394,-41.55,42,1
0.0,0.0,1.0,0.0,0.0,80,10.2,21.06,42,1
0,0,0,0,0,53,0.39622641509433965,50.02,51,1
0.0,0.2,0.0,0.6,0.2,39,0.5384615384615384,47.45,37,1
0.0,0.17,0.0,0.5,0.33,41,0.4634146341463415,42.38,21,1
0.0,0.0,0.0,1.0,0.0,107,0.22429906542056074,58.48,91,1
0.02,0.35,0.08,0.18,0.36,1142,0.04553415061295972,90.16,462,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.08,0.0,0.04,0.12,0.76,177,0.12994350282485875,31.38,115,1
0.2,0.0,0.0,0.4,0.4,20,1.0,52.19,6,1
0.29,0.0,0.14,0.0,0.57,37,0.43243243243243246,75.91,28,1
0.2,0.0,0.0,0.4,0.4,20,1.0,61.83,6,1
0.0,0.0,0.0,0.0,1.0,314,0.08280254777070063,48.81,191,1
0.0,0.0,0.0,0.36,0.64,82,0.2804878048780488,55.24,57,1
0.0,0.08,0.47,0.28,0.17,474,0.9831223628691983,-5.8,144,1
0.22,0.02,0.1,0.27,0.39,278,0.08633093525179857,59.84,172,1
0.0,0.0,0.14,0.0,0.86,345,0.08695652173913043,2.31,207,1
0.0,0.0,0.25,0.25,0.5,90,0.26666666666666666,-14.99,76,1
0.04,0.0,0.04,0.21,0.71,185,0.11351351351351352,49.82,135,1
0.29,0.04,0.06,0.14,0.47,634,0.04100946372239748,45.19,321,1
0.0,0.0,0.0,0.0,1.0,18,1.3888888888888888,-5.35,17,1
0.0,0.2,0.0,0.6,0.2,39,0.5384615384615384,47.45,37,1
0.2,0.0,0.2,0.0,0.6,34,0.47058823529411764,71.14,26,1
0.0,0.0,0.0,1.0,0.0,60,0.48333333333333334,60.95,42,1
0,0,0,0,0,110,0.24545454545454545,49.41,73,1
0.0,0.0,0.0,0.14,0.86,55,3.4,-9.92,47,1
0.0,0.06,0.49,0.29,0.17,478,1.0292887029288702,-46.91,141,1
0,0,0,0,0,17,4.529411764705882,90.09,7,1
0.08,0.05,0.08,0.11,0.67,591,0.04060913705583756,49.82,326,1
0,0,0,0,0,53,0.39622641509433965,50.02,51,1
0.0,0.0,0.4,0.0,0.6,883,0.0362400906002265,-36.77,373,1
0.0,0.0,0.0,0.17,0.83,34,0.5294117647058824,51.55,30,1
0.07,0.04,0.15,0.11,0.63,221,0.10407239819004525,42.88,141,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.42,0.0,0.0,0.0,0.58,185,0.11891891891891893,80.01,99,1
0,0,0,0,0,86,0.313953488372093,44.81,67,1
0.0,0.0,0.0,0.29,0.71,44,0.4772727272727273,47.15,43,1
0.0,0.06,0.49,0.29,0.17,442,1.006787330316742,-109.03,126,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.33,0.0,0.33,0.0,0.33,97,0.21649484536082475,45.72,55,1
0,0,0,0,0,53,0.39622641509433965,50.02,51,1
0.12,0.0,0.25,0.25,0.38,138,0.14492753623188406,71.14,96,1
0.11,0.16,0.21,0.11,0.42,75,0.29333333333333333,77.53,52,1
0.0,0.0,1.0,0.0,0.0,314,1.3694267515923566,-54.05,29,1
0.0,0.12,0.12,0.5,0.25,54,0.4074074074074074,63.66,42,1
0,0,0,0,0,43,0.5116279069767442,35.64,44,1
0.0,0.0,0.14,0.0,0.86,345,0.08695652173913043,2.31,207,1
0.0,0.0,0.0,0.0,1.0,122,0.19672131147540983,42.51,90,1
0.14,0.05,0.13,0.13,0.55,1748,0.02345537757437071,26.98,512,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.0,0.0,0.25,0.75,404,0.08168316831683169,49.01,308,1
0.0,0.0,0.0,0.0,1.0,16,0.9375,37.98,18,1
0.0,0.2,0.0,0.2,0.6,32,0.625,55.24,28,1
0.0,1.0,0.0,0.0,0.0,30,0.7333333333333333,28.17,23,1
0,0,0,0,0,53,0.39622641509433965,50.02,51,1
0.0,0.0,0.83,0.17,0.0,413,0.07990314769975787,43.77,225,1
0.0,0.0,0.14,0.14,0.71,115,0.1826086956521739,6.18,81,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.2,0.0,0.3,0.1,0.4,280,0.08214285714285714,35.78,171,1
0.0,0.0,1.0,0.0,0.0,314,1.3694267515923566,-54.05,29,1
0.05,0.0,0.05,0.1,0.8,1021,0.025465230166503428,32.7,418,1
0.0,0.12,0.12,0.5,0.25,54,0.4074074074074074,72.12,42,1
0.0,0.0,0.29,0.14,0.57,42,0.4523809523809524,29.86,37,1
0.0,0.06,0.49,0.29,0.17,478,1.0292887029288702,-46.91,141,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0,0,0,0,0,179,0.16759776536312848,33.1,135,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.05,0.15,0.8,707,0.039603960396039604,38.72,436,1
0,0,0,0,0,22,0.7727272727272727,34.93,25,1
0.12,0.01,0.2,0.13,0.54,2108,0.012333965844402278,64.51,940,1
0.0,0.14,0.0,0.43,0.43,39,0.4358974358974359,66.74,30,1
0,0,0,0,0,41,0.5365853658536586,50.12,37,1
0.0,0.0,0.0,0.0,1.0,314,0.08280254777070063,48.81,191,1
0,0,0,0,0,245,1.346938775510204,-7.02,18,1
0,0,0,0,0,14,5.0,92.12,11,1
0.07,0.04,0.28,0.23,0.37,2677,0.011206574523720583,38.66,1080,1
0.0,0.0,0.0,0.0,1.0,71,0.352112676056338,44.3,42,1
0.09,0.04,0.04,0.09,0.74,149,0.16778523489932887,59.3,106,1
0.0,0.12,0.12,0.5,0.25,54,0.42592592592592593,63.66,42,1
0.09,0.0,0.06,0.15,0.7,279,0.17562724014336917,-200.0,225,1
0,0,0,0,0,0,0,206.84,1,1
0.04,0.0,0.04,0.21,0.71,185,0.11351351351351352,49.82,135,1
0.0,0.0,0.07,0.07,0.86,280,0.08928571428571429,-38.33,181,1
0,0,0,0,0,6,2.1666666666666665,48.47,6,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.04,0.0,0.04,0.21,0.71,185,0.11351351351351352,49.82,135,1
0.0,0.0,0.0,0.6,0.4,29,0.6206896551724138,65.73,29,1
0.04,0.0,0.04,0.29,0.62,147,0.14965986394557823,59.7,89,1
0.0,0.0,0.0,0.0,1.0,6,2.0,90.77,4,1
0,0,0,0,0,22,0.7727272727272727,34.93,25,1
0.0,0.08,0.47,0.28,0.17,457,1.0109409190371992,-48.26,135,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.0,0.0,0.43,0.57,19,0.8947368421052632,80.62,14,1
0.12,0.05,0.14,0.12,0.57,616,0.04383116883116883,36.22,308,1
0.05,0.0,0.05,0.1,0.8,1021,0.025465230166503428,32.7,418,1
0.17,0.0,0.0,0.33,0.5,28,3.7142857142857144,56.11,28,1
0.0,0.06,0.49,0.29,0.17,442,1.006787330316742,-109.03,126,1
0.1,0.02,0.2,0.17,0.51,2399,0.011254689453939141,41.8,1004,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.29,0.04,0.06,0.14,0.47,634,0.04100946372239748,45.19,321,1
0.05,0.17,0.06,0.06,0.67,569,0.043936731107205626,66.54,237,1
0.0,0.0,0.33,0.33,0.33,48,0.375,-44.93,38,1
0.05,0.1,0.25,0.12,0.47,306,0.08169934640522876,33.31,157,1
0,0,0,0,0,19,1.0,53.37,16,1
0.07,0.0,0.07,0.07,0.79,109,0.1926605504587156,48.09,73,1
0.05,0.04,0.15,0.2,0.55,677,0.033973412112259974,23.67,305,1
0.33,0.0,0.0,0.0,0.67,50,0.5,41.87,44,1
0.2,0.02,0.06,0.06,0.66,835,0.03832335329341317,52.7,336,1
0.0,0.0,0.11,0.11,0.78,38,0.5,77.57,28,1
0.0,0.0,0.0,0.12,0.88,132,0.16666666666666666,7.42,114,1
0.0,0.0,1.0,0.0,0.0,208,2.043269230769231,46.78,35,1
0.0,0.06,0.49,0.29,0.17,442,0.9886877828054299,-109.03,126,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.0,0.25,0.0,0.75,155,0.14838709677419354,15.2,65,1
0.07,0.07,0.2,0.0,0.67,73,0.2602739726027397,39.94,45,1
0.12,0.0,0.25,0.25,0.38,138,0.14492753623188406,71.14,96,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0,0,0,0,0,31,7.290322580645161,73.17,30,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.12,0.12,0.5,0.25,54,0.4074074074074074,63.66,42,1
0.0,0.08,0.47,0.28,0.17,474,0.9831223628691983,-5.8,144,1
0.0,0.14,0.0,0.14,0.71,30,0.6666666666666666,53.17,28,1
0.0,0.0,0.14,0.0,0.86,345,0.08695652173913043,2.31,207,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.0,0.0,0.5,0.5,176,0.13636363636363635,34.32,121,1
0.0,0.0,0.24,0.2,0.56,533,0.0525328330206379,55.24,220,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.0,0.0,0.0,1.0,45,0.4888888888888889,15.99,33,1
0,0,0,0,0,25,0.8,-33.27,15,1
0.07,0.0,0.0,0.13,0.8,77,0.2727272727272727,41.87,60,1
0.03,0.03,0.13,0.08,0.74,361,0.060941828254847646,61.02,141,1
0,0,0,0,0,11,1.5454545454545454,9.55,11,1
0.0,0.33,0.0,0.0,0.67,30,0.6333333333333333,59.98,25,1
0.22,0.03,0.03,0.06,0.66,308,0.07467532467532467,52.09,122,1
0.0,0.0,0.0,0.33,0.67,80,0.3,61.53,74,1
0.12,0.0,0.25,0.25,0.38,138,0.14492753623188406,71.14,96,1
0.0,0.0,0.0,0.0,1.0,33,3.9393939393939394,96.18,27,1
0.11,0.12,0.14,0.08,0.56,1202,0.03743760399334443,-15.69,466,1
0.0,0.0,0.29,0.14,0.57,83,0.2289156626506024,59.4,53,1
0.0,0.0,0.33,0.0,0.67,27,0.7777777777777778,37.64,12,1
0.17,0.0,0.0,0.33,0.5,28,3.7142857142857144,56.11,28,1
0.0,0.0,0.14,0.29,0.57,326,0.6625766871165644,-71.16,293,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.09,0.0,0.06,0.15,0.7,284,0.17253521126760563,-200.3,228,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.43,0.14,0.0,0.29,0.14,205,0.11707317073170732,44.85,91,1
0.43,0.14,0.0,0.29,0.14,184,0.13043478260869565,46.27,89,1
0.0,0.04,0.17,0.17,0.61,342,0.06432748538011696,30.46,160,1
0.04,0.02,0.04,0.4,0.49,1195,0.1790794979079498,-19.52,698,1
0.0,0.0,0.0,0.0,1.0,314,0.08280254777070063,48.81,191,1
0.0,0.0,0.0,0.0,1.0,19,7.947368421052632,61.83,11,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.0,0.0,0.0,1.0,0.0,7,7.285714285714286,83.32,11,1
0.0,0.0,0.0,0.0,1.0,10,1.5,69.79,5,1
0.09,0.05,0.15,0.15,0.56,4681,0.005340739158299509,47.42,1505,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.03,0.01,0.06,0.17,0.73,1138,0.0210896309314587,44.71,528,1
0.0,0.0,0.0,0.0,1.0,46,0.5,68.77,29,1
0.0,0.0,0.29,0.14,0.57,42,0.4523809523809524,29.86,37,1
0.0,0.12,0.12,0.5,0.25,54,0.4074074074074074,63.66,42,1
1.0,0.0,0.0,0.0,0.0,279,0.11469534050179211,58.89,175,1
0.0,0.11,0.11,0.17,0.61,214,0.10747663551401869,30.5,161,1
0.0,0.06,0.49,0.29,0.17,471,0.9808917197452229,-44.57,142,1
0.0,0.0,0.0,0.0,1.0,308,0.08441558441558442,47.59,188,1
0,0,0,0,0,0,0,206.84,1,1
0.03,0.0,0.05,0.29,0.63,323,0.07120743034055728,35.24,180,1
0.0,0.17,0.0,0.0,0.83,44,0.5227272727272727,61.83,38,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0,0,0,0,0,54,0.37037037037037035,68.97,37,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.0,0.12,0.12,0.5,0.25,54,0.4074074074074074,63.66,42,1
0.06,0.03,0.09,0.21,0.61,281,0.10320284697508897,51.78,149,1
1.0,0.0,0.0,0.0,0.0,36,0.5833333333333334,51.14,35,1
0.29,0.0,0.0,0.43,0.29,63,0.31746031746031744,64.07,48,1
0.0,0.04,0.12,0.24,0.6,313,0.07028753993610223,19.71,107,1
0.09,0.05,0.15,0.15,0.56,4681,0.005340739158299509,47.42,1505,1
0.0,0.0,0.06,0.18,0.76,159,0.12578616352201258,76.01,95,1
0.29,0.04,0.06,0.14,0.47,634,0.04100946372239748,45.19,321,1
0.0,0.0,0.16,0.21,0.63,167,0.1317365269461078,35.1,109,1
0.5,0.12,0.0,0.25,0.12,205,0.11707317073170732,44.85,95,1
0.03,0.07,0.1,0.03,0.76,129,0.14728682170542637,63.7,66,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.0,1.0,0.0,0.0,208,2.043269230769231,46.78,35,1
0.0,0.25,0.0,0.0,0.75,46,0.6304347826086957,57.61,31,1
0.07,0.04,0.06,0.09,0.74,331,0.06948640483383686,52.9,233,1
0.0,0.0,0.0,0.0,1.0,82,0.2926829268292683,42.92,59,1
0.0,0.04,0.18,0.09,0.69,488,0.05122950819672131,58.99,256,1
0,0,0,0,0,99,0.2828282828282828,34.52,72,1
0.12,0.0,0.25,0.25,0.38,138,0.14492753623188406,71.14,96,1
0.0,0.06,0.49,0.29,0.17,485,1.002061855670103,-49.35,146,1
0.0,0.0,0.0,0.0,1.0,67,0.7014925373134329,90.09,52,1
0.0,0.0,0.0,0.5,0.5,31,0.6774193548387096,27.18,30,1
0.0,0.0,0.29,0.14,0.57,42,0.4523809523809524,29.86,37,1
0,0,0,0,0,8,1.5,29.52,7,1
0.0,0.0,0.25,0.25,0.5,90,0.26666666666666666,-14.99,76,1
0,0,0,0,0,29,0.6551724137931034,33.41,23,1
0.0,0.08,0.47,0.28,0.17,443,1.0383747178329572,-43.6,129,1
0.0,0.0,0.0,0.0,1.0,156,0.1858974358974359,13.44,133,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.25,0.0,0.0,0.5,0.25,15,1.1333333333333333,90.09,4,1
0,0,0,0,0,53,0.41509433962264153,50.02,51,1
0.0,0.0,0.0,0.0,1.0,19,0.9473684210526315,70.29,16,1
0.0,0.0,0.25,0.5,0.25,14,1.0714285714285714,98.21,18,1
0.0,0.29,0.14,0.14,0.43,347,0.08357348703170028,-22.33,179,1
0,0,0,0,0,31,7.290322580645161,73.17,30,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.08,0.0,0.04,0.12,0.76,177,0.12994350282485875,31.38,115,1
0.09,0.04,0.04,0.09,0.74,149,0.16778523489932887,59.3,106,1
0.0,0.0,0.0,0.0,1.0,221,1.5565610859728507,56.52,102,1
0.15,0.0,0.0,0.15,0.69,361,0.09141274238227147,33.54,249,1
0.0,0.0,0.25,0.0,0.75,72,0.3333333333333333,-11.88,69,1
0.0,0.0,0.33,0.0,0.67,27,0.7777777777777778,37.64,12,1
0.0,0.0,0.0,0.33,0.67,16,1.0625,74.19,14,1
0.0,0.0,0.0,0.5,0.5,227,0.09251101321585903,34.05,172,1
0.0,0.25,0.0,0.0,0.75,43,0.5813953488372093,48.81,27,1
0.0,0.0,0.11,0.22,0.67,179,0.12849162011173185,43.43,137,1
0,0,0,0,0,880,0.0375,39.57,303,1
0.2,0.0,0.0,0.0,0.8,434,0.07142857142857142,69.72,244,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.0,0.0,0.0,0.0,1.0,10,1.8,88.74,10,1
0.0,0.0,0.0,0.33,0.67,14,1.0714285714285714,93.14,14,1
0.16,0.05,0.12,0.1,0.57,711,0.0379746835443038,28.06,350,1
0.0,0.0,0.0,0.0,1.0,19,7.947368421052632,61.83,11,1
0.0,0.0,0.0,0.0,1.0,314,0.08280254777070063,48.81,191,1
0,0,0,0,0,7,1.5714285714285714,5.15,4,1
0.33,0.0,0.0,0.33,0.33,12,1.3333333333333333,84.68,3,1
0.25,0.0,0.0,0.5,0.25,21,8.333333333333334,74.56,21,1
1.0,0.0,0.0,0.0,0.0,279,0.11469534050179211,58.89,175,1
0.0,0.0,0.0,0.43,0.57,19,0.8947368421052632,80.62,15,1
0.0,0.0,1.0,0.0,0.0,208,2.043269230769231,46.78,35,1
0.0,0.0,0.0,0.0,1.0,18,0.8888888888888888,29.01,17,1
0.0,0.14,0.0,0.14,0.71,30,0.6666666666666666,53.17,28,1
0.04,0.0,0.04,0.29,0.62,147,0.14965986394557823,59.7,89,1
0.0,0.0,0.0,0.0,1.0,221,1.5565610859728507,56.52,102,1
0.0,0.0,0.0,0.0,1.0,55,0.45454545454545453,61.53,54,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.04,0.0,0.04,0.28,0.64,169,0.1301775147928994,60.82,98,1
0.0,0.0,0.0,0.17,0.83,34,0.5294117647058824,51.55,30,1
0.08,0.0,0.0,0.15,0.77,876,0.030821917808219176,31.99,344,1
0,0,0,0,0,8,1.5,29.52,7,1
1.0,0.0,0.0,0.0,0.0,18,0.8888888888888888,45.42,23,1
0.0,0.0,0.6,0.0,0.4,501,0.05788423153692615,55.34,234,1
0.0,0.0,0.0,0.0,1.0,187,0.2620320855614973,99.4,129,1
0.0,0.0,0.0,0.0,1.0,76,2.1710526315789473,75.71,49,1
0.0,0.06,0.49,0.29,0.17,438,1.0296803652968036,-107.0,125,1
0.0,0.0,0.0,0.0,1.0,221,1.5565610859728507,56.52,102,1
